brand,url,sku,name,description,price,currency,category,images,scraped_at,terms,section,image_downloads
Mango,https://shop.mango.com/fi/women/skirts-short/denim-mini-skirt_57073808.html,57073808,minifalda vaquera tablas,"denim style cotton fabric, patterned design, short design, low waist, frayed hem, side zip fastening, co-ord",22.99,EUR,faldas,"['https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57073808_TM_B3.jpg?ts=1684397038290', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57073808_TM_B.jpg?ts=1684391819440', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57073808_TM.jpg?ts=1686152328646', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/outfit/S6/57073808_TM-99999999_01.jpg?ts=1686152328646']",2024-02-21T12:55:39.907847,jeans,H,"['72f77c29-a754-47f4-b1ce-dc0461111b6a', '2d8c1244-18d0-4c78-9ec0-e874e5501906', '586108b9-36b5-407d-b5c4-6c6ca6325036', 'd36392aa-89d0-4997-8174-f8e16dad35a1']"
Mango,https://shop.mango.com/fi/women/skirts-short/denim-mini-skirt-with-belt_67084060.html,67084060,minifalda vaquera cinturón,"denim style cotton fabric, short design, evase design, medium waist, loops, belt buckle fastening, dart detail, co-ord",45.99,EUR,faldas,"['https://st.mngbcn.com/rcs/pics/static/T6/fotos/S6/67084060_DI_B3.jpg?ts=1703246634528', 'https://st.mngbcn.com/rcs/pics/static/T6/fotos/S6/67084060_DI_B.jpg?ts=1707318198453', 'https://st.mngbcn.com/rcs/pics/static/T6/fotos/S6/67084060_DI.jpg?ts=1707321818362', 'https://st.mngbcn.com/rcs/pics/static/T6/fotos/outfit/S6/67084060_DI-99999999_01.jpg?ts=1707321818362']",2024-02-21T12:55:40.214902,jeans,H,"['08a31108-d4a6-4bdb-a400-23f36c23b8dc', 'a6733f01-849a-4fcd-bfb8-22e7847f6d40', 'ede2a007-0569-4b23-a77c-302a6ca78188', '69c72208-4194-463c-80ee-d99b1e8d651e']"
Mango,https://shop.mango.com/fi/women/skirts-long/long-denim-skirt-with-seams_57062896.html,57062896,falda vaquera larga costuras,"denim style cotton fabric, recycled cotton-blend fabric, long design, flared design, medium waist, side zip fastening, decorative seams, the model is 179 cm tall and is wearing a size 36",29.99,EUR,faldas,"['https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57062896_TC_B3.jpg?ts=1686035191563', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57062896_TC_B.jpg?ts=1686033408991', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57062896_TC.jpg?ts=1691685943006', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/outfit/S6/57062896_TC-99999999_01.jpg?ts=1691685943006']",2024-02-21T12:55:40.592083,jeans,H,"['95072bd7-cdc6-4270-97ab-3c418ea8e756', '7a9db563-cea8-451f-9446-7baf56ac7abf', '1504f0e7-d438-4df6-846b-86f8981e4be4', 'fa060cff-02af-47fd-bfe9-c2849e58610a']"
Mango,https://shop.mango.com/fi/women/jeans/broken-denim-shorts_57020039.html,57020039,shorts vaqueros rotos,"denim style cotton fabric, straight design, short design, medium waist, loops, five pockets, zip and one button fastening, decorative rips detail",9.99,EUR,vaqueros,"['https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57020039_TC_B3.jpg?ts=1679303002188', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57020039_TC_B.jpg?ts=1679297999570', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57020039_TC.jpg?ts=1679569392097', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/outfit/S6/57020039_TC-99999999_01.jpg?ts=1679569392097']",2024-02-21T12:55:40.908416,jeans,H,"['36f42132-8f9c-4825-9891-28b7c952387a', '57cb6646-80f2-4b60-869f-8b61cdddc979', 'fad7b3bd-0817-4e4d-b6ac-c4482bc7114c', 'e480b3b7-0bf0-450d-a744-256e468d8820']"
Mango,https://shop.mango.com/fi/women/jeans/denim-culottes_57002884.html,57002884,falda pantalón vaquera,"denim style cotton fabric, medium waist, medium, skort design, straight design, short design, loops, side pockets, two patch pockets on the back, double button and zip closure, festival season, the model is 179 cm tall and is wearing a size 36",14.99,EUR,vaqueros,"['https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57002884_TN_B3.jpg?ts=1679418246688', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57002884_TN_B.jpg?ts=1679414620574', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57002884_TN.jpg?ts=1691994786449', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/outfit/S6/57002884_TN-99999999_01.jpg?ts=1691994786449']",2024-02-21T12:55:41.106499,jeans,H,"['6d5a35b2-32ad-4290-a5aa-ca84e477eeb9', '6e433c79-4741-4b3a-af04-06be64a57c1e', '953cc7c2-b821-457e-a236-18f49349a9f8', 'c425770e-f252-4cb6-81f3-151f888e80ed']"
Mango,https://shop.mango.com/fi/women/jeans-skinny--slim/slim-cropped-jeans_67094013.html,67094013,jeans slim crop,"denim style cotton fabric, elastic, cropped design, skinny fit, medium waist, loops, five pockets, zip and one button fastening, inseam 68 cm, the model is 178 tall and is wearing a size 36, with this cotton garment you support our investment in the mission of better cotton. this fabric is a mass balance that replaces or blends better cotton with conventional cotton, so it may not contain better cotton. partner farmers receive ongoing support and training.
this garment has been produced using techniques that reduce the use of water and chemicals based on eim (environmental impact measuring) criteria, specific environmental-impact measuring software for the garment finishing industry.",39.99,EUR,vaqueros,"['https://st.mngbcn.com/rcs/pics/static/T6/fotos/S6/67094013_TM_B3.jpg?ts=1701122580190', 'https://st.mngbcn.com/rcs/pics/static/T6/fotos/S6/67094013_TM_B.jpg?ts=1699454052443', 'https://st.mngbcn.com/rcs/pics/static/T6/fotos/S6/67094013_TM.jpg?ts=1699621379147', 'https://st.mngbcn.com/rcs/pics/static/T6/fotos/outfit/S6/67094013_TM-99999999_01.jpg?ts=1699621379147']",2024-02-21T12:55:42.159832,jeans,H,"['5dbbebd9-fb67-4106-9799-f334ee3f1b14', 'b2fa20c5-bd29-42bb-99b7-d5843b03c569', '31b303bc-4d48-491d-919c-42378d7459d0', '5a2d9607-0f83-441c-be63-5a2dd429eaa2']"
Mango,https://shop.mango.com/fi/women/jeans-skinny--slim/skinny-cropped-jeans_57040308.html,57040308,jeans skinny crop,"denim style cotton fabric, elastic, skinny fit, cropped design, medium waist, frayed finish, loops, five pockets, zip and one button fastening, inseam 68 cm, the model is 179 cm tall and is wearing a size 36, plus size available, with this cotton garment you support our investment in the mission of better cotton. this fabric is a mass balance that replaces or blends better cotton with conventional cotton, so it may not contain better cotton. partner farmers receive ongoing support and training.",9.99,EUR,vaqueros,"['https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57040308_01_B3.jpg?ts=1680768235826', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57040308_01_B.jpg?ts=1680764615621', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57040308_01.jpg?ts=1692279234866', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/outfit/S6/57040308_01-99999999_01.jpg?ts=1692279234866']",2024-02-21T12:55:42.566218,jeans,H,"['7621cccf-a6b2-406c-a47d-3e6ff360f850', 'ef4ecf40-d20f-42d6-b20a-a889bbc5c62e', '0e026ba6-9fd5-4939-858f-4ecf699401de', 'e6eb86fc-01b1-4d7b-a13e-8c5dcffc5823']"
Mango,https://shop.mango.com/fi/women/jeans/denim-shorts-with-buttons_57002879.html,57002879,shorts vaqueros botones,"denim style cotton fabric, straight design, short design, medium waist, loops, five pockets, button up",15.99,EUR,vaqueros,"['https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57002879_TC_B3.jpg?ts=1679303002188', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57002879_TC_B.jpg?ts=1679299476114', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57002879_TC.jpg?ts=1679568009784', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/outfit/S6/57002879_TC-99999999_01.jpg?ts=1679568009784']",2024-02-21T12:55:42.856203,jeans,H,"['fc71a6a8-e411-491d-aacd-b71f2b5613c3', 'ac4c44a9-3be5-43db-a386-45da882af52e', '20af59a2-3746-463e-87f9-a136d1fa04c6', 'd8ef1574-41be-4fde-8808-2da8000769ac']"
Mango,https://shop.mango.com/fi/women/jeans-cargo/carpenter-cargo-jeans_57065969.html,57065969,jeans cargo carpenter,"denim style cotton fabric, high waist, cargo design, straight design, long design, two side pockets, two patch pockets on the back, zip and one button fastening, loops, decorative straps, inner length 81,5 cm, the model is 178 tall and is wearing a size 36, full length",19.99,EUR,vaqueros,"['https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57065969_07_B3.jpg?ts=1688997786323', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57065969_07_B.jpg?ts=1701252200889', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57065969_07.jpg?ts=1692630226438', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/outfit/S6/57065969_07-99999999_01.jpg?ts=1692630226438']",2024-02-21T12:55:43.123819,jeans,H,"['ff5215bb-4332-494e-9c32-d55ee7f3a4bc', '1fce75d8-ac9f-4009-baa9-0c19703d181e', '86f480b8-d9cc-464c-ad24-6f829152f92d', 'b9f73d7e-1355-4a82-b974-db873b7d4c5e']"
Mango,https://shop.mango.com/fi/women/dresses-and-jumpsuits-jumpsuits/maternity-denim-dungarees_67040477.html,67040477,peto vaquero premamá,"denim style cotton fabric, straight design, cropped design, straight neck, crossover straps on the back, two side patch pockets, two patch pockets on the back, inseam 68 cm, we recommend you buy your usual size, comfort and freedom of movement, maternity, the model is 178 tall and is wearing a size 36, with this cotton garment you support our investment in the mission of better cotton. this fabric is a mass balance that replaces or blends better cotton with conventional cotton, so it may not contain better cotton. partner farmers receive ongoing support and training.
this garment has been produced using techniques that reduce the use of water and chemicals based on eim (environmental impact measuring) criteria, specific environmental-impact measuring software for the garment finishing industry.",59.99,EUR,vestidos y monos,"['https://st.mngbcn.com/rcs/pics/static/T6/fotos/S6/67040477_02_B3.jpg?ts=1701118983738', 'https://st.mngbcn.com/rcs/pics/static/T6/fotos/S6/67040477_02_B.jpg?ts=1700045576746', 'https://st.mngbcn.com/rcs/pics/static/T6/fotos/S6/67040477_02.jpg?ts=1701189571256', 'https://st.mngbcn.com/rcs/pics/static/T6/fotos/outfit/S6/67040477_02-99999999_01.jpg?ts=1701189571256']",2024-02-21T12:55:43.343917,jeans,H,"['f5e191b5-8b60-4260-a880-08ace49edf37', 'ff94ff16-9e62-4d74-a426-562deabade8d', '6dfd01dc-2dc5-41f2-8e96-f0eeae0fcb84', '3c6f6239-654d-404f-9b19-9eb375bfc647']"
Mango,https://shop.mango.com/fi/women/jeans-mom--slouchy/high-waist-balloon-jeans_57086019.html,57086019,jeans balloon tiro alto,"denim style cotton fabric, balloon design, long design, high waist, loops, five pockets, zip and one button fastening, interior length 79.1 cm, the model is 179 cm tall and is wearing a size 36, full length",22.99,EUR,vaqueros,"['https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57086019_TN_B3.jpg?ts=1690538578299', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57086019_TN_B.jpg?ts=1690536808072', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57086019_TN.jpg?ts=1691593392310', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/outfit/S6/57086019_TN-99999999_01.jpg?ts=1691593392310']",2024-02-21T12:55:43.546566,jeans,H,"['11ef3943-77c4-4370-946d-8fd8f8b1ac23', '12befe07-545b-4c0d-a0bb-12504bbfd7a6', '2c7fe73f-95e6-4913-b3bd-abc3e8a10478', '144a39c7-85d5-4ca4-8baf-b1f9d0368459']"
Mango,https://shop.mango.com/fi/women/dresses-and-jumpsuits-jumpsuits/long-denim-jumpsuit_57085993.html,57085993,mono vaquero largo,"denim style cotton fabric, 100% cotton fabric, long design, straight design, shirt-style collar, long sleeve with buttoned cuffs, twin buttoned flap pockets at front, two patch pockets on the front, loops, decorative seams",29.99,EUR,vestidos y monos,"['https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57085993_05_B3.jpg?ts=1690355076338', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57085993_05_B.jpg?ts=1690353192481', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57085993_05.jpg?ts=1691685943006', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/outfit/S6/57085993_05-99999999_01.jpg?ts=1691685943006']",2024-02-21T12:55:43.787818,jeans,H,"['0eca8302-494f-4ca8-abd5-d0a510ec6d15', '4022ff6f-7ae0-46a8-bbc4-56463d1ceff5', 'ffd1d527-a0a4-461b-b027-a511d20cff8c', '1527c3ed-4b2c-4281-9426-15f35ae3bf8c']"
Mango,https://shop.mango.com/fi/women/dresses-and-jumpsuits-dresses/button-denim-dress_57002898.html,57002898,vestido vaquero botones,"denim style cotton fabric, straight design, short design, straight neck, wide straps, loops, button fastening on the front section, the model is 179 cm tall and is wearing a size 36",19.99,EUR,vestidos y monos,"['https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57002898_TC_B3.jpg?ts=1685696619984', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57002898_TC_B.jpg?ts=1697450597359', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57002898_TC.jpg?ts=1692889357793', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/outfit/S6/57002898_TC-99999999_01.jpg?ts=1692889357793']",2024-02-21T12:55:44.074070,jeans,H,"['985f1b01-3e09-4210-ad71-6a49bb56775d', '2dfd51da-4ade-4bf9-b90b-a96e0ba9ccd0', '98e0221e-829e-4840-8910-866a1d68b6b4', 'b8d43c32-6909-4866-8267-4cac5043d4a4']"
Mango,https://shop.mango.com/fi/women/jeans-straight/double-waist-straight-jeans_67060485.html,67060485,jeans rectos doble cintura,"denim style cotton fabric, long design, straight design, high waist, loops, five pockets, zip and one button fastening, inseam 80 cm, the model is 178 tall and is wearing a size 36",49.99,EUR,vaqueros,"['https://st.mngbcn.com/rcs/pics/static/T6/fotos/S6/67060485_TO_B3.jpg?ts=1701122580190', 'https://st.mngbcn.com/rcs/pics/static/T6/fotos/S6/67060485_TO_B.jpg?ts=1699363977560', 'https://st.mngbcn.com/rcs/pics/static/T6/fotos/S6/67060485_TO.jpg?ts=1699621379147', 'https://st.mngbcn.com/rcs/pics/static/T6/fotos/outfit/S6/67060485_TO-99999999_01.jpg?ts=1699621379147']",2024-02-21T12:55:44.691593,jeans,H,"['aed6a49d-978c-4b39-a602-a4fd36727ccb', 'c10da05e-dd20-490e-8fed-367a6f51e310', '1dc371c6-8afe-4281-b3a3-184d2e2d3ead', '1dcc9e39-1255-4e1e-91f0-81699ed9567e']"
Mango,https://shop.mango.com/fi/women/jeans/mom-fit-denim-shorts_57030037.html,57030037,shorts vaqueros mom-fit,"denim style cotton fabric, short design, high waist, loops, side pockets, patch pockets on the back, cuffed hem, zip and one button fastening, festival season, plus size available",9.99,EUR,vaqueros,"['https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57030037_01_B3.jpg?ts=1679303002188', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57030037_01_B.jpg?ts=1679299476114', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57030037_01.jpg?ts=1679910012872', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/outfit/S6/57030037_01-99999999_01.jpg?ts=1679910012872']",2024-02-21T12:55:44.923279,jeans,H,"['54577fcc-9640-46e2-8409-84240bd0d165', '2d9bbd74-e220-4811-942f-9c28da66fd3b', '6fa652dc-1a40-4dc9-a87e-b322ee404444', '819bdfdd-001a-4daf-9438-dd1db9f7d1d7']"
Mango,https://shop.mango.com/fi/women/jeans/mom-fit-denim-shorts_57000153.html,57000153,shorts vaqueros mom-fit,"denim style cotton fabric, short design, high waist, loops, side pockets, patch pockets on the back, cuffed hem, zip and one button fastening, festival season, plus size available",10.99,EUR,vaqueros,"['https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57000153_BL_B3.jpg?ts=1679303002188', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57000153_BL_B.jpg?ts=1679297999570', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57000153_BL.jpg?ts=1679580203839', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/outfit/S6/57000153_BL-99999999_01.jpg?ts=1679580203839']",2024-02-21T12:55:45.425213,jeans,H,"['a8c43693-ac56-4c7d-b02b-42b676befc58', '496aba50-2e28-4f9f-8bbf-008990e665e7', '1e49febe-c003-49c8-9985-fc2cb906367e', '7f3aae13-8191-4be1-8994-ab4ef672ced1']"
Mango,https://shop.mango.com/fi/women/skirts-midi/denim-midi-skirt_67080484.html,67080484,falda midi vaquera,"denim style cotton fabric, midi design, straight design, loops, five pockets, zip and one button fastening, opening in the lower front, office looks, with this cotton garment you support our investment in the mission of better cotton. this fabric is a mass balance that replaces or blends better cotton with conventional cotton, so it may not contain better cotton. partner farmers receive ongoing support and training.
this garment has been produced using techniques that reduce the use of water and chemicals based on eim (environmental impact measuring) criteria, specific environmental-impact measuring software for the garment finishing industry.",39.99,EUR,faldas,"['https://st.mngbcn.com/rcs/pics/static/T6/fotos/S6/67080484_TM_B3.jpg?ts=1701118983738', 'https://st.mngbcn.com/rcs/pics/static/T6/fotos/S6/67080484_TM_B.jpg?ts=1700132636046', 'https://st.mngbcn.com/rcs/pics/static/T6/fotos/S6/67080484_TM.jpg?ts=1706258099916', 'https://st.mngbcn.com/rcs/pics/static/T6/fotos/outfit/S6/67080484_TM-99999999_01.jpg?ts=1706258099916']",2024-02-21T12:55:45.659870,jeans,H,"['7486d120-e715-4a85-aeef-6b28823fd8af', '20d27688-4ed6-47f5-a134-dd6ca8e80b74', '3c0df996-4793-499a-9574-405758fb20bf', 'c13737d8-9914-4a4d-bbac-7eb5d08c7682']"
Mango,https://shop.mango.com/fi/women/jeans-straight/mid-rise-straight-jeans_57069111.html,57069111,jeans rectos tiro medio,"denim style cotton fabric, long design, straight design, medium waist, button up, five pockets, loops, inseam 84 cm, the model is 173 tall and is wearing a size 36, jen ceballos is the model and content creator behind this exclusive party collection that celebrates sensuality and minimalism",39.99,EUR,vaqueros,"['https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57069111_DI_B3.jpg?ts=1696406573732', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57069111_DI_B.jpg?ts=1698400972199', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57069111_DI.jpg?ts=1698057206820', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/outfit/S6/57069111_DI-99999999_01.jpg?ts=1698057206820']",2024-02-21T12:55:45.917894,jeans,H,"['4629058a-7c9b-45e3-9d5d-3c207748a8a5', '3a5c2c82-eb2f-49e8-b88b-c60986186b50', '1764364d-7681-4d7e-9dbb-19e53e13a251', '7dc1dfd6-0436-4301-9417-7d65548480c0']"
Mango,https://shop.mango.com/fi/women/jeans-flarebootcut/medium-rise-straight-jeans-with-slits_67040438.html,67040438,jeans rectos tiro medio aberturas,"denim style cotton fabric, elastic, long design, straight design, medium waist, two side pockets, two patch pockets on the back, zip and one button fastening, frayed hem, hem slits, inseam 80 cm, the model is 181 and wears a size 36, full length, with this cotton garment you support our investment in the mission of better cotton. this fabric is a mass balance that replaces or blends better cotton with conventional cotton, so it may not contain better cotton. partner farmers receive ongoing support and training.",39.99,EUR,vaqueros,"['https://st.mngbcn.com/rcs/pics/static/T6/fotos/S6/67040438_TO_B3.jpg?ts=1701075798311', 'https://st.mngbcn.com/rcs/pics/static/T6/fotos/S6/67040438_TO_B.jpg?ts=1697720591185', 'https://st.mngbcn.com/rcs/pics/static/T6/fotos/S6/67040438_TO.jpg?ts=1700210354414', 'https://st.mngbcn.com/rcs/pics/static/T6/fotos/outfit/S6/67040438_TO-99999999_01.jpg?ts=1700210354414']",2024-02-21T12:55:46.177445,jeans,H,"['64ee731b-cacf-4ed2-abdd-e56cdfde32f4', 'a733bf9e-b1a2-439e-b104-dac08d0d5433', 'e769b9ed-7970-46b2-9a34-08eba747363b', 'e951df16-1244-4e0e-be3d-5b87ebcbf7a5']"
Mango,https://shop.mango.com/fi/women/jeans/denim-shorts-with-buttons_57022878.html,57022878,shorts vaqueros botones,"denim style cotton fabric, straight design, short design, medium waist, loops, five pockets, button up",15.99,EUR,vaqueros,"['https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57022878_TU_B3.jpg?ts=1678975402817', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57022878_TU_B.jpg?ts=1678970498764', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57022878_TU.jpg?ts=1679564345208', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/outfit/S6/57022878_TU-99999999_01.jpg?ts=1679564345208']",2024-02-21T12:55:46.532455,jeans,H,"['6f9665f9-e0d1-4291-bda1-ea845cb11d3d', '05567718-93be-40c8-b54c-127d4edd8a66', '383aab38-9d75-43cc-8cbb-1428f7af470d', '3630a11d-11ef-4623-9027-015bf9246792']"
Mango,https://shop.mango.com/fi/women/jeans-straight/printed-straight-jeans_57072891.html,57072891,jeans rectos estampados,"denim style cotton fabric, straight design, high waist, floral print, loops, five pockets, zip and one button fastening, inside length 79 cm, the model is 179 cm tall and is wearing a size 36, full length",22.99,EUR,vaqueros,"['https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57072891_88_B3.jpg?ts=1684397038290', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57072891_88_B.jpg?ts=1684391819440', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57072891_88.jpg?ts=1691685943006', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/outfit/S6/57072891_88-99999999_01.jpg?ts=1691685943006']",2024-02-21T12:55:46.831472,jeans,H,"['30302919-5872-44b1-bb65-0a232dadf04e', 'ef42f6d2-53e6-42f4-9567-6e1b229579bb', 'ccc2ede9-6219-4a2a-8806-1a872c1b729a', '111c95e7-d48f-4f67-bb80-3749249e4428']"
Mango,https://shop.mango.com/fi/women/skirts-short/denim-mini-skirt_57040292.html,57040292,minifalda vaquera,"denim style cotton fabric, straight design, short design, faded, loops, five pockets, zip and one button fastening, frayed hem, plus size available, the dark grey model is an online exclusive, the model is 179 cm tall and is wearing a size 36, with this cotton garment you support our investment in the mission of better cotton. this fabric is a mass balance that replaces or blends better cotton with conventional cotton, so it may not contain better cotton. partner farmers receive ongoing support and training.
this garment has been produced using techniques that reduce the use of water and chemicals based on eim (environmental impact measuring) criteria, specific environmental-impact measuring software for the garment finishing industry.",9.99,EUR,faldas,"['https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57040292_TC_B3.jpg?ts=1678975402817', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57040292_TC_B.jpg?ts=1678970498764', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57040292_TC.jpg?ts=1692889357793', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/outfit/S6/57040292_TC-99999999_01.jpg?ts=1692889357793']",2024-02-21T12:55:47.150123,jeans,H,"['e6e9bc61-df11-4595-80fe-c04fe74c5331', 'a3a85f11-2946-4fa3-a5e8-17e701f0857d', '7c3c3696-b3c0-4ce4-bc8f-d3f76ec2c380', '1caffd8b-c7b5-4a28-950e-58827570be2e']"
Mango,https://shop.mango.com/fi/women/dresses-and-jumpsuits-jumpsuits/denim-jumpsuit-with-flaps_57094769.html,57094769,mono vaquero solapas,"denim style cotton fabric, recycled cotton-blend fabric, straight design, long design, lapel-collar v-neck collar, long sleeve with buttoned cuffs, two patch pockets on the front, two side patch pockets, two patch pockets on the back, loops, button fastening on the front section, college, with this cotton garment you support our investment in the mission of better cotton. this fabric is a mass balance that replaces or blends better cotton with conventional cotton, so it may not contain better cotton. partner farmers receive ongoing support and training.
this garment has been produced using techniques that reduce the use of water and chemicals based on eim (environmental impact measuring) criteria, specific environmental-impact measuring software for the garment finishing industry.",22.99,EUR,vestidos y monos,"['https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57094769_TO_B3.jpg?ts=1687964614219', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57094769_TO_B.jpg?ts=1697457841904', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57094769_TO.jpg?ts=1688130172020', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/outfit/S6/57094769_TO-99999999_01.jpg?ts=1688130172020']",2024-02-21T12:55:47.437631,jeans,H,"['eaff954b-f7c4-42a0-b162-cc8167c13266', 'fe22f033-0a21-43a8-8e25-77e60a5b3c7c', '9edbca09-854a-4aeb-801e-874a2ae3a659', '8c414795-7dc1-4794-82ba-795708096ea4']"
Mango,https://shop.mango.com/fi/women/jeans-skinny--slim/high-rise-skinny-jeans_67010290.html,67010290,jeans skinny tiro alto ,"denim style cotton fabric, skinny fit, high waist, loops, five pockets, zip and one button fastening, inseam 76 cm, the model is 181 and wears a size 36, plus size available, full length",35.99,EUR,vaqueros,"['https://st.mngbcn.com/rcs/pics/static/T6/fotos/S6/67010290_TO_B3.jpg?ts=1701084852388', 'https://st.mngbcn.com/rcs/pics/static/T6/fotos/S6/67010290_TO_B.jpg?ts=1697198607907', 'https://st.mngbcn.com/rcs/pics/static/T6/fotos/S6/67010290_TO.jpg?ts=1700222626437', 'https://st.mngbcn.com/rcs/pics/static/T6/fotos/outfit/S6/67010290_TO-99999999_01.jpg?ts=1700222626437']",2024-02-21T12:55:47.678821,jeans,H,"['30617bbc-296e-462a-bcf5-0420c75c341b', '94029309-c5df-459c-b448-63043475732f', 'afb92361-037c-472c-9e3d-dcbc785468f7', '7cbea363-d872-4902-b8e3-606345266016']"
Mango,https://shop.mango.com/fi/women/skirts-short/pleated-denim-mini-skirt_57093802.html,57093802,minifalda vaquera pinzas,"denim style cotton fabric, evase design, short design, low waist, loops, zip and one button fastening, dart detail, college",19.99,EUR,faldas,"['https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57093802_TN_B3.jpg?ts=1686308659808', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57093802_TN_B.jpg?ts=1686303382573', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/S6/57093802_TN.jpg?ts=1687957378258', 'https://st.mngbcn.com/rcs/pics/static/T5/fotos/outfit/S6/57093802_TN-99999999_01.jpg?ts=1687957378258']",2024-02-21T12:55:47.896293,jeans,H,"['f3073152-ac50-4abc-9748-4763c4ea327b', 'd12845dd-f85c-471e-a419-db4b972a3828', '9a443ab5-299c-444a-8640-2ec1454f7413', '02c567c5-c0ca-427b-b2d0-1fd1976a161d']"
